"AvailabilityZone","InstanceType","Price","ProductDescription","Timestamp"
"ca-central-1a","m5d.xlarge","0.060700","Linux/UNIX","5/30/19 7:46:48 AM"
"ca-central-1b","m5d.xlarge","0.244700","Windows","5/30/19 7:46:32 AM"
"ca-central-1a","m5d.xlarge","0.244700","Windows","5/30/19 7:46:32 AM"
"ca-central-1b","c4.2xlarge","0.478100","Windows","5/30/19 7:46:21 AM"
"ca-central-1a","c4.2xlarge","0.478100","Windows","5/30/19 7:46:21 AM"
"ca-central-1b","c4.2xlarge","0.110100","Linux/UNIX","5/30/19 7:46:13 AM"
"ca-central-1a","c4.2xlarge","0.110100","Linux/UNIX","5/30/19 7:46:13 AM"
"ca-central-1b","t2.medium","0.033400","Windows","5/30/19 7:45:53 AM"
"ca-central-1a","t2.medium","0.033400","Windows","5/30/19 7:45:53 AM"
"ca-central-1b","t2.medium","0.015400","Linux/UNIX","5/30/19 7:45:41 AM"
"ca-central-1a","t2.medium","0.015400","Linux/UNIX","5/30/19 7:45:41 AM"
"ca-central-1b","c5.xlarge","0.241800","Windows","5/30/19 7:45:36 AM"
"ca-central-1a","c5.xlarge","0.241800","Windows","5/30/19 7:45:36 AM"
"ca-central-1b","c5.xlarge","0.057800","Linux/UNIX","5/30/19 7:45:36 AM"
"ca-central-1a","c5.xlarge","0.057800","Linux/UNIX","5/30/19 7:45:36 AM"
"ca-central-1b","r4.8xlarge","0.484600","Linux/UNIX","5/30/19 7:45:28 AM"
"ca-central-1a","r4.8xlarge","0.484600","Linux/UNIX","5/30/19 7:45:28 AM"
"ca-central-1b","r4.8xlarge","1.956600","Windows","5/30/19 7:45:28 AM"
"ca-central-1a","r4.8xlarge","1.956600","Windows","5/30/19 7:45:28 AM"
"ca-central-1b","t3.2xlarge","0.257800","Windows","5/30/19 7:45:25 AM"
"ca-central-1a","t3.2xlarge","0.257800","Windows","5/30/19 7:45:25 AM"
"ca-central-1b","t3.2xlarge","0.110600","Linux/UNIX","5/30/19 7:45:24 AM"
